"Aca_ca"	"All_ma"	"Amp_sp"	"Ant_lo"	"Bat_de"	"Bla_br"	"Cap_ow"	"Cat_an"	"Chr_pe"	"Cop_ci"	"Cor_li"	"Dic_pu"	"Enc_cu"	"Enc_in"	"Ent_bi"	"Ent_hi"	"Fon_al"	"Gan_pr"	"Ich_ho"	"Lei_ma"	"Mit_da"	"Mon_br"	"Mor_ve"	"Nae_gr"	"Nem_pa"	"Nos_ce"	"Par_at"	"Par_sa"	"Par_tr"	"Phy_in"	"Pla_fa"	"Pol_pa"	"Roz_al"	"Sal_ro"	"Sch_po"	"Sph_ar"	"Spi_pu"	"The_tr"	"Tox_go"	"Try_br"	"Ust_ma"
"KOG1581"	0	2	0	0	1	1	0	1	0	1	0	1	1	1	0	1	2	2	0	0	4	0	2	0	0	1	2	1	4	0	0	1	1	1	1	0	1	0	0	0	1
"KOG1582"	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG1583"	0	2	0	0	0	0	1	0	1	2	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	4	0	4	0	0	0	0	0	1	0	1	1	0	1	1
"KOG1591"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	4	0	0	0	0	2	0	0	6	0	1	0	2	0	0	0	4	0	0	0
"KOG1592"	1	1	0	0	1	1	0	1	2	2	1	2	0	0	0	0	4	1	1	0	0	0	1	1	1	0	0	1	2	1	0	1	2	1	1	1	1	0	0	0	1
"KOG1593"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"KOG1594"	1	2	0	0	1	1	1	1	2	1	1	1	0	0	0	0	0	1	1	1	0	2	1	1	0	0	1	0	1	8	0	1	4	2	0	1	1	1	0	1	1
"KOG1599"	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	1
"KOG1600"	1	3	0	0	1	3	5	2	3	3	2	2	0	0	0	0	2	2	0	2	0	0	4	3	0	0	3	1	2	3	1	2	0	0	1	1	1	2	2	1	1
"KOG1602"	1	2	0	0	1	1	1	1	1	2	1	4	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	1	5	2	1	0	2	1	1	2	1	1	1	1	1
"KOG1603"	1	3	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0
"KOG1604"	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	1	0	3	0	3	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2
"KOG1606"	1	2	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	2	1	2	1	0	0	2	0	3	1	1	1	2	1	1	1	1	0	1	0	1
"KOG1610"	2	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	1	6	0	0	0	2	2	2	0	0	7	0	1	0	0	0	2	2	0	3	1	0	1	0	0
"KOG1611"	1	2	0	0	0	1	0	1	1	2	1	0	0	0	0	0	0	6	0	1	2	1	0	3	0	0	0	0	3	13	0	0	4	0	4	1	0	0	0	0	1
"KOG1615"	1	2	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1	0	3	1	0	1	0	1	1	2	1	1	2	0	0
"KOG1616"	1	3	0	0	2	1	1	1	1	1	1	1	0	0	0	0	0	2	1	1	0	1	1	0	0	0	1	0	3	1	0	1	2	1	1	2	2	1	1	1	1
"KOG1617"	1	2	0	0	1	1	1	2	1	1	2	0	0	0	0	0	1	1	1	0	0	4	1	0	0	0	2	1	3	1	0	0	2	1	0	1	1	1	0	0	1
"KOG1618"	2	1	0	0	0	1	2	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	2	3	0	0	0	0	1	2	0	1	0	0	0	2	1	1	0	1	1
"KOG1619"	2	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
"KOG1620"	1	2	0	0	0	2	0	0	1	1	0	1	0	0	0	3	0	1	1	0	0	0	1	0	0	0	2	0	2	0	0	0	0	1	0	0	1	0	0	0	1
"KOG1621"	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
"KOG1622"	1	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1	2	1	1	0	1	1	2	1	1	1	1	1
"KOG1626"	1	4	1	0	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	4	1	1	3	1	2	3	2	2	2	1	1	2	1	2	1	3	1
"KOG1638"	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	2	2	1	0	1
"KOG1639"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	2	1	0	0	1	0	0	1	1	0	0	2	3	1	1	1	1	0	0	1	0	1	0	1	1	1
"KOG1640"	1	2	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0
"KOG1643"	1	5	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	2	1	0	1	1	0	2	3	2	2	0	1	1	1	1	2	2	1	2
"KOG1647"	1	2	1	0	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	3	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1
"KOG1650"	2	3	0	0	2	1	1	0	2	5	1	2	0	0	0	0	0	3	0	0	0	1	3	0	0	0	2	1	4	1	0	2	4	1	1	3	1	1	0	0	2
"KOG1662"	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	2	1	2	1	1	1	0	1	1	2	1	1	1	0	1
"KOG1663"	0	2	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0	0	11	0	1	0	0	2	0	1	1	0	0	1
"KOG1664"	1	2	1	1	1	1	1	1	1	1	1	1	1	1	7	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1
"KOG1671"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	2	1	2	1	0	0	2	1	1	1	1	1	0	1	1	1	3	1	1	1	1
"KOG1672"	0	2	1	0	1	1	0	1	2	1	1	1	1	1	1	0	1	1	1	2	2	1	1	2	1	1	1	0	2	4	2	1	2	0	2	2	1	1	2	2	1
"KOG1679"	0	2	0	0	2	1	1	2	1	1	0	1	0	0	0	0	1	1	0	1	2	0	1	1	0	0	1	0	3	1	1	1	2	0	0	1	1	0	1	1	2
"KOG1680"	2	8	0	0	1	3	4	3	1	3	2	3	0	0	0	0	1	8	2	1	2	3	2	2	0	0	2	0	1	2	0	2	2	2	0	3	1	3	2	1	5
"KOG1681"	1	3	0	0	1	1	2	1	2	1	2	1	0	0	0	0	1	6	0	1	2	1	1	1	0	0	2	0	2	1	0	1	2	1	0	0	1	2	1	0	1
"KOG1682"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG1683"	2	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	1	0	1	2	0	3	0	1	0	0	2	0	0	2	0	0	0	2	0	3	0	1	0	1	0
"KOG1684"	3	2	0	0	1	1	1	1	2	1	1	2	0	0	0	0	1	1	1	4	2	1	2	2	0	0	1	2	2	1	2	2	2	1	1	2	1	2	2	1	1
"KOG1687"	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	3	0	1	0	1	1	3	0	0	2	0	1	6	0	1	0	1	0	1	1	1	0	1	1
"KOG1706"	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	1	1	0	1	0	0	0	1
"KOG1709"	0	2	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	1	1	0	0	1
"KOG1712"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	2	2	0	1	0	1	1	2	1	0	0	2	1
"KOG1713"	0	2	0	0	1	1	1	3	1	1	1	0	0	0	0	0	2	1	0	0	0	1	3	0	0	0	1	1	1	0	0	3	0	1	0	1	1	1	0	0	1
"KOG1738"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"KOG1748"	1	2	0	0	1	1	1	2	1	1	1	1	0	0	0	0	1	1	0	1	2	3	2	1	0	0	1	1	1	1	1	1	0	3	1	1	1	1	1	1	1
"KOG1758"	1	2	0	0	1	1	3	1	1	1	1	1	0	0	0	0	1	0	1	0	2	1	2	0	0	0	3	1	2	1	0	1	2	0	1	1	2	1	0	0	1
"KOG1763"	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	0	2	1	1	0	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	0	1
"KOG1764"	21	9	0	0	2	2	3	2	1	2	1	5	0	0	0	0	1	2	2	0	2	5	3	3	0	0	3	1	9	1	0	5	3	6	2	2	7	2	0	0	1
"KOG1771"	1	3	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	2	0	1	1	1	0	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1
"KOG1772"	1	2	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	2	1	1	1	1	1	0	0	1
"KOG1777"	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
"KOG1791"	1	2	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	2	1	0	1	0	0	2	0	0	2	1	1	0	0	1
"KOG1794"	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
"KOG1799"	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0
"KOG1800"	1	3	1	0	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	0	1	1	1	7	1	1	1	2	1	1	3	1	1	1	1	1
"KOG1808"	6	9	1	1	1	2	1	2	1	3	3	2	1	1	4	5	3	4	9	2	4	2	2	3	1	1	12	2	8	6	3	2	2	1	1	6	4	2	2	3	2
"KOG1819"	3	0	0	0	0	0	1	0	5	0	1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	3	0	0	2	0	1	0	0	0	1	1	1	0	0	0
"KOG1843"	1	6	0	0	2	1	3	1	3	2	1	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	2	0	1	7	0	1	2	1	0	3	2	0	0	0	4
"KOG1879"	1	3	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	2	1	0	1	1	1	0	0	5	1	4	1	0	1	2	1	1	5	1	1	0	1	1
"KOG1888"	4	2	0	0	1	1	1	1	1	1	1	3	0	0	0	0	1	1	3	2	0	1	1	2	0	0	3	0	4	1	1	4	1	1	1	1	1	2	2	2	1
"KOG1889"	2	2	1	2	4	2	1	3	1	1	1	2	1	1	1	3	2	1	1	1	0	1	2	2	1	1	1	1	5	2	1	2	1	1	2	1	2	1	1	1	1
"KOG1890"	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	3	0	1	0	0	2	1	1	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	0	2
"KOG1907"	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1
"KOG1917"	1	2	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	2	0	2	1	0	1	0	1	0	0	1	1	0	0	0
"KOG1928"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0
"KOG1933"	1	2	0	0	0	1	0	1	3	2	1	2	0	0	0	4	2	1	1	0	2	2	2	1	0	0	4	0	7	5	0	3	2	3	1	1	2	0	0	0	2
"KOG1939"	2	3	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	3	5	1	0	1	1	1	0	0	5	0	4	1	0	1	0	1	2	1	1	1	0	0	1
"KOG1944"	8	5	0	0	2	4	4	5	5	2	3	3	0	0	0	0	1	3	1	0	2	1	2	3	1	0	4	1	5	5	1	2	0	2	2	3	4	3	0	0	2
"KOG1950"	3	6	4	0	1	2	1	1	5	2	8	0	0	0	0	0	2	3	4	0	0	1	1	3	0	0	3	4	4	4	0	0	2	1	3	2	4	2	1	0	2
"KOG1958"	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"KOG1959"	2	0	0	0	0	0	2	0	4	0	1	7	0	0	0	0	1	0	1	0	0	2	0	4	0	0	11	0	3	1	0	5	0	6	0	1	0	5	0	1	0
"KOG1965"	1	4	0	0	2	2	4	2	9	1	3	2	0	0	0	3	0	2	2	1	0	4	1	2	0	0	7	0	3	8	1	2	2	5	1	7	2	3	3	0	1
"KOG1966"	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
"KOG1976"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
"KOG2002"	1	2	1	0	2	0	1	5	1	1	1	2	0	1	1	2	1	3	2	1	2	1	2	1	0	1	2	1	3	1	0	2	0	1	1	1	1	6	0	1	1
"KOG2017"	0	3	1	0	1	1	1	1	1	1	1	1	1	1	0	1	2	1	0	1	2	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	2	1	1	1	1
"KOG2024"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
"KOG2030"	1	2	1	0	1	1	1	1	1	0	1	1	1	1	28	3	1	1	2	1	2	2	1	1	1	1	5	2	0	1	1	3	2	1	1	4	2	1	2	1	0
"KOG2036"	1	3	2	0	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	0	4	1	1	1	1	1
"KOG2040"	0	3	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	2	1	0	1	2	1	1	1	0	0	0	1	1
"KOG2056"	2	6	1	0	2	2	2	3	2	2	2	1	0	0	0	4	1	2	3	1	2	2	3	1	0	0	5	2	5	2	0	1	1	0	2	4	2	0	1	0	2
"KOG2057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"KOG2082"	0	8	0	0	0	3	1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	1	0	0	0
"KOG2083"	0	0	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	3	0	0	0
"KOG2088"	1	8	1	1	3	0	0	1	2	0	1	1	0	0	0	8	0	1	2	1	4	0	2	2	0	0	2	1	3	4	0	1	2	0	0	6	5	2	0	0	1
"KOG2091"	1	2	0	0	1	1	1	1	1	0	1	1	0	0	0	4	0	1	1	0	0	1	0	1	0	0	2	0	2	1	0	1	0	1	0	1	0	1	0	0	1
"KOG2099"	1	2	0	0	1	1	1	2	1	1	1	2	0	0	0	8	1	1	1	0	0	2	1	0	0	0	3	1	3	0	0	2	1	1	0	2	1	1	1	0	0
"KOG2105"	1	2	0	0	1	1	1	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0
"KOG2112"	1	2	0	0	2	1	1	1	1	3	1	3	0	0	0	0	1	3	1	1	2	1	2	5	0	0	1	1	3	2	0	3	2	1	2	2	1	1	1	1	1
"KOG2116"	1	4	0	0	1	2	1	2	1	1	1	3	1	1	1	0	1	1	1	1	6	1	2	3	1	1	2	1	6	5	1	1	2	1	1	0	1	1	1	1	1
"KOG2118"	3	3	0	0	1	1	5	1	3	4	2	1	0	0	0	0	0	3	2	5	2	2	2	2	0	0	1	1	1	3	1	1	2	2	1	4	1	1	2	2	2
"KOG2119"	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
"KOG2121"	4	3	1	0	1	2	2	1	2	3	1	3	1	1	1	1	3	1	0	1	0	3	2	2	1	1	2	1	5	4	2	3	1	1	1	1	3	2	3	1	2
"KOG2142"	3	0	0	0	1	0	1	0	1	1	0	1	0	0	0	4	0	3	0	0	0	1	1	1	0	0	0	0	2	1	0	1	0	1	0	2	0	1	1	0	2
"KOG2143"	2	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	0	2	1	0	0	1	1	1	0	0	3	1	2	1	0	1	2	1	1	2	2	1	0	0	1
"KOG2161"	1	2	0	0	1	2	2	1	1	2	1	2	0	0	0	0	0	2	1	1	0	1	2	2	0	0	2	1	3	2	0	2	1	2	1	3	1	1	1	0	2
"KOG2175"	1	4	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	2	1	2	1	1	1	0	0	2	1	5	1	0	1	2	1	1	5	2	1	1	2	1
"KOG2178"	1	6	1	0	3	2	1	2	1	2	1	2	0	1	0	0	2	3	1	0	8	2	3	0	0	1	4	2	3	1	0	2	2	1	4	0	4	2	1	0	2
"KOG2189"	1	3	1	1	1	1	2	1	3	1	1	1	1	1	1	3	1	1	3	2	2	1	2	2	1	1	5	1	1	1	1	2	2	1	1	7	1	1	2	1	1
"KOG2195"	6	2	0	0	3	1	3	2	3	12	1	1	0	0	0	0	2	1	0	0	0	1	4	1	0	0	5	1	6	8	0	1	2	1	1	0	2	0	0	0	3
"KOG2201"	1	4	0	0	1	1	2	1	1	1	3	1	0	0	0	3	1	2	1	1	2	3	1	1	0	0	1	1	0	4	2	1	0	2	1	2	1	2	2	1	1
"KOG2204"	0	0	0	0	0	0	1	0	0	2	0	7	0	0	0	3	0	1	0	0	0	0	0	3	0	0	2	0	0	2	0	1	0	0	0	0	1	1	0	0	1
"KOG2212"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"KOG2214"	1	5	1	0	3	3	3	3	5	1	5	0	0	0	0	0	1	1	2	2	4	2	3	1	0	0	10	2	5	7	1	1	4	2	2	3	4	2	1	0	1
"KOG2230"	3	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0	3	1	2	0	0	1	0	3	2	0	1	1	1	0	0	1	0	0	0	1
"KOG2234"	1	3	0	0	2	1	4	2	3	1	2	0	0	0	0	3	2	2	3	4	2	3	5	0	0	0	2	1	5	9	1	0	1	4	1	7	5	4	1	2	3
"KOG2236"	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	3	1	0	0	2	0	1	1	1	0	0	0	1
"KOG2246"	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	3	1	1	0	4	0	0	0	0	1	0	0
"KOG2250"	0	2	0	0	1	1	2	2	1	1	1	1	0	0	0	0	1	0	0	0	0	1	2	3	0	0	2	1	10	1	2	1	2	2	1	1	0	0	1	0	1
"KOG2254"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	1	0	0
"KOG2258"	1	3	0	0	1	1	0	1	1	2	0	1	0	0	0	3	0	2	0	3	4	0	1	4	0	0	0	0	2	1	0	1	2	0	1	1	1	0	2	2	1
"KOG2263"	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	1
"KOG2275"	3	2	0	0	1	1	3	1	1	3	0	3	0	0	0	3	2	2	1	3	0	2	2	5	0	0	3	1	2	4	0	5	0	2	2	3	4	1	0	1	1
"KOG2276"	1	4	0	0	1	2	1	2	1	2	2	3	0	0	0	0	1	1	4	3	0	2	2	0	0	0	3	0	10	3	0	2	2	3	1	5	1	1	1	2	2
"KOG2282"	0	2	0	0	1	1	1	2	1	1	1	0	0	0	0	0	1	1	0	1	0	1	2	1	0	0	2	1	2	0	0	0	0	1	0	2	1	1	0	1	1
"KOG2287"	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	1	0	5	2	0	0	0	0
"KOG2288"	1	2	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0
"KOG2296"	1	2	0	0	1	1	1	2	1	0	1	2	0	0	0	4	1	1	1	1	0	1	1	2	0	0	1	1	5	1	0	2	2	1	1	2	1	1	0	1	0
"KOG2301"	0	7	0	0	0	1	2	2	4	1	3	0	0	0	0	0	0	4	0	2	0	2	2	0	0	0	2	0	9	10	0	2	0	2	1	0	0	5	2	1	1
"KOG2302"	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0
"KOG2303"	1	2	0	0	3	1	1	1	1	1	1	3	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	0	12	1	1	1	2	1	1	0	1	1	1	0	1
"KOG2304"	1	4	0	0	2	2	2	2	2	1	2	1	0	0	0	0	2	1	1	1	4	1	2	1	0	0	2	1	3	1	0	1	2	1	0	1	2	1	1	0	2
"KOG2305"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"KOG2308"	0	0	0	0	2	1	2	2	3	0	1	3	0	0	0	0	0	1	1	0	0	2	2	2	0	0	2	1	4	3	1	0	6	1	1	3	2	0	1	0	2
"KOG2316"	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1
"KOG2323"	1	4	1	0	1	2	1	1	2	1	1	1	1	1	0	1	1	1	1	2	2	1	3	2	1	1	1	1	1	5	2	1	6	1	1	3	0	1	2	2	1
"KOG2325"	1	0	0	0	0	0	1	0	18	1	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	2	0	2	0	1	1	0	0	1	0	0	0
"KOG2329"	1	3	0	0	0	5	1	4	2	1	1	2	0	0	0	0	0	2	1	0	0	1	0	1	0	0	1	0	3	2	0	2	0	2	0	0	2	1	0	0	0
"KOG2331"	0	0	0	0	1	1	1	1	2	2	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	2	1	0	0	2	2	0	1	1	0	0	1	1
"KOG2332"	0	2	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	2	0	3	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
"KOG2348"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	3
"KOG2352"	7	0	0	0	1	0	1	0	1	1	2	3	0	0	0	1	0	1	1	2	0	0	1	5	0	0	3	1	0	5	2	6	0	0	0	1	2	0	2	2	1
"KOG2353"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
"KOG2357"	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	1	0	1	2	1	1	0	1	0	0	0	1
"KOG2362"	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2
"KOG2366"	4	0	0	0	0	0	7	0	1	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	0	0	3	0	4	1	0	0	2	2	0	1
"KOG2367"	1	5	0	0	1	1	1	2	2	2	2	0	0	0	0	0	0	1	2	0	0	1	2	1	0	0	2	0	1	2	0	0	0	1	2	3	3	0	0	0	2
"KOG2368"	1	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	2	1	0	1	1	2	1	1	1
"KOG2369"	11	0	0	0	0	0	5	0	2	1	3	0	0	0	0	14	1	1	5	1	4	4	1	6	1	0	9	1	0	2	1	0	2	4	1	6	1	3	1	1	1
"KOG2371"	4	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	2	2	0	0	1	3	0	0	0	8	0	2	1	0	1	0	1	0	1	2	1	1	0	1
"KOG2380"	0	2	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1
"KOG2387"	1	3	2	0	1	1	1	1	1	1	1	1	1	2	0	0	1	1	1	1	2	1	2	1	0	1	1	1	2	1	1	1	2	1	0	1	1	1	1	1	1
"KOG2388"	1	8	1	1	1	1	2	1	2	1	1	1	1	1	1	3	2	1	2	2	2	1	3	1	0	1	2	1	3	3	2	1	2	1	1	1	1	1	2	1	1
"KOG2394"	0	2	0	0	0	1	1	1	1	1	1	3	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	4	0	0	1	2	1	1	1	1	1	0	0	1
"KOG2399"	0	2	1	0	0	2	2	1	1	1	0	0	0	0	0	1	2	1	0	0	2	1	1	3	0	0	6	1	7	2	0	0	2	1	0	2	1	1	0	0	1
"KOG2403"	0	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	4	1	1	1	0	0	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1
"KOG2404"	1	6	0	0	1	1	0	1	1	1	2	0	0	0	0	0	0	2	2	4	0	2	1	1	0	0	2	0	1	1	0	0	1	0	1	1	1	1	0	3	1
"KOG2407"	2	3	0	0	1	1	2	1	1	1	2	3	0	0	0	1	1	1	2	0	2	0	1	1	0	0	2	4	2	1	0	1	1	1	1	1	1	1	1	0	1
